Date,Open,High,Low,Close,Adj Close,Volume
30-08-2018,2068,2085,2065.5,2082.399902,1869.247314,2408020
31-08-2018,2082.300049,2092,2074,2078.399902,1865.656982,2504554
03-09-2018,2084.800049,2090,2048.399902,2052.899902,1842.766846,1439711
04-09-2018,2059.800049,2104.75,2056.949951,2098.899902,1884.05835,4420803
05-09-2018,2100,2107.25,2075.050049,2079.25,1866.420166,1681106
06-09-2018,2075,2081.5,2060.300049,2075.300049,1862.873901,2238097
07-09-2018,2079.300049,2084,2065.399902,2079.850098,1866.958618,1312182
10-09-2018,2084.399902,2093.399902,2074.25,2080.75,1867.766235,1530539
11-09-2018,2089,2089,2042.199951,2046.25,1836.797974,3679745
12-09-2018,2052.350098,2068.899902,2040,2043.949951,1834.73291,2307661
14-09-2018,2044,2071.550049,2018.150024,2065.399902,1853.987671,3642038
17-09-2018,2070,2077.800049,2054.550049,2074.149902,1861.841919,1033857
18-09-2018,2073,2078.800049,2057.600098,2070.75,1858.789917,1456507
19-09-2018,2071.899902,2089,2066.850098,2077.899902,1865.20813,1301268
21-09-2018,2077,2121,2050.149902,2103.149902,1887.873291,4508530
24-09-2018,2115,2210.5,2098.149902,2198.449951,1973.418701,3032226
25-09-2018,2204.899902,2211.899902,2153.800049,2183.199951,1959.72998,2868778
26-09-2018,2187,2199,2135.100098,2142.149902,1922.881348,1970951
27-09-2018,2141.899902,2209.699951,2135.800049,2188.850098,1964.801636,3311802
28-09-2018,2178,2190,2158.850098,2183.699951,1960.178467,2904371
01-10-2018,2190.899902,2275.949951,2190.350098,2255.550049,2024.673706,3772208
03-10-2018,2250.300049,2255,2155.600098,2162.850098,1941.462891,3902322
04-10-2018,2156.600098,2156.649902,2056.350098,2064.800049,1853.449097,4762419
05-10-2018,2050,2120,2020.900024,2102.649902,1887.424194,3417624
08-10-2018,2102.649902,2122.199951,2048.149902,2077.550049,1864.893921,2010154
09-10-2018,2080.350098,2107.649902,2053.199951,2091.800049,1877.685425,1867130
10-10-2018,2100,2105.949951,2029,2043.599976,1834.418945,2749573
11-10-2018,1985,2013,1941,1979.949951,1777.284302,4700256
12-10-2018,1978,1978,1903,1918.300049,1721.944702,9373289
15-10-2018,1940,1955.550049,1920,1949.5,1749.95105,2638151
16-10-2018,1958,1971.900024,1935,1962.300049,1761.440552,2815425
17-10-2018,1970,1989,1920,1929.400024,1731.908203,2779207
19-10-2018,1929,1929,1870.050049,1913.199951,1717.366577,3428776
22-10-2018,1914,1916,1886.949951,1903,1708.210693,1778496
23-10-2018,1888,1898,1837,1843.650024,1658.421631,2752811
24-10-2018,1852.050049,1874,1811.099976,1848.5,1662.784424,2735913
25-10-2018,1844,1876.900024,1825.050049,1853,1666.832397,2507233
26-10-2018,1853.900024,1853.900024,1791.099976,1799.099976,1618.347534,2285970
29-10-2018,1808.699951,1877.949951,1784.349976,1871,1683.023682,2609483
30-10-2018,1867,1909.400024,1845,1894.800049,1704.432617,2404883
31-10-2018,1900,1943.900024,1875.449951,1938.150024,1743.427246,2769190
01-11-2018,1943.650024,1944.349976,1901.300049,1935.75,1741.268677,2769759
02-11-2018,1934.199951,1954.599976,1905,1913.449951,1721.208984,1818635
05-11-2018,1910,1927.349976,1884.75,1890.849976,1700.879395,1713366
06-11-2018,1894,1937.5,1891,1932.699951,1738.52478,1398710
07-11-2018,1940,1949,1937,1942.150024,1747.025513,144530
09-11-2018,1961,1961.949951,1905,1909.199951,1717.385742,2570479
12-11-2018,1908.5,1946.099976,1908.5,1914.849976,1722.468506,2552008
13-11-2018,1915,1939,1903,1934.949951,1740.548584,1418432
14-11-2018,1925,1929.900024,1870,1880.650024,1691.704224,2422318
15-11-2018,1864,1899,1857.599976,1872.849976,1684.687988,1829123
16-11-2018,1889,1899.800049,1870.25,1886.599976,1697.056396,1829729
19-11-2018,1899,1907.349976,1864.300049,1902.449951,1711.313843,1740628
20-11-2018,1902,1902,1874.199951,1878.25,1689.545776,1190182
21-11-2018,1871,1871.050049,1798.550049,1812,1629.951416,3840461
22-11-2018,1820,1847.599976,1809.949951,1812.550049,1630.446167,3194219
26-11-2018,1819,1860,1784.5,1846.099976,1660.625366,4333177
27-11-2018,1854,1897.900024,1835.349976,1890.25,1700.339844,3344839
28-11-2018,1889,1989,1882.5,1983.900024,1784.581055,5313249
29-11-2018,1997,1997,1942.550049,1960.550049,1763.577148,4035441
30-11-2018,1966,1991,1959.849976,1968.25,1770.503052,5268901
03-12-2018,1984,1990,1968.300049,1982.400024,1783.231689,1610576
04-12-2018,1983,2019.400024,1971,2010.849976,1808.823364,3270615
05-12-2018,2006,2018,1985,2006.75,1805.134888,2501539
06-12-2018,1998,2017,1979.599976,1992.699951,1792.496826,2321216
07-12-2018,1985.050049,2003.900024,1973,1995.199951,1794.745728,1680420
10-12-2018,1975,2011,1960,1975.800049,1777.294922,2010786
11-12-2018,1970,2010,1961,2000,1799.063354,2942014
12-12-2018,2001.099976,2022,1984.949951,2016.800049,1814.175659,2219993
13-12-2018,2024,2029.699951,1974.5,1982.599976,1783.411743,3748429
14-12-2018,1983,1998.949951,1975.25,1989.75,1789.843262,2473761
17-12-2018,1999,2004.900024,1985,1994.300049,1793.936279,1227921
18-12-2018,1991.900024,2002,1976.400024,1987.849976,1788.134155,1768742
19-12-2018,1984.800049,1984.800049,1960.050049,1968.449951,1770.683105,2498833
20-12-2018,1953.800049,1974.900024,1946,1954.050049,1757.72998,1940277
21-12-2018,1948,1950,1886.550049,1895.800049,1705.332275,3729956
24-12-2018,1905.800049,1938.900024,1905,1918.5,1725.751709,1864116
26-12-2018,1921.800049,1921.800049,1870.25,1889.199951,1699.395264,2446614
27-12-2018,1909,1941.699951,1872.099976,1908.949951,1717.161133,4968201
28-12-2018,1915,1920,1893,1896.050049,1705.557251,2239130
31-12-2018,1908,1909,1886.150024,1893.050049,1702.858521,1879740
01-01-2019,1896,1910,1885,1902.800049,1711.629272,1094883
02-01-2019,1905,1934.449951,1900,1923.300049,1730.069214,2100463
03-01-2019,1919,1944.949951,1893.099976,1899.949951,1709.065186,2611668
04-01-2019,1900,1901.199951,1841,1876.849976,1688.285889,4280862
07-01-2019,1891.800049,1908.800049,1881,1897.900024,1707.221069,1856423
08-01-2019,1905.400024,1906.400024,1883.300049,1893.550049,1703.30835,1691756
09-01-2019,1907.400024,1919,1866.699951,1886.949951,1697.371216,2414376
10-01-2019,1890,1905,1872.099976,1888.550049,1698.810669,3053461
11-01-2019,1870,1875,1835,1842.550049,1657.432251,9209862
14-01-2019,1850,1851,1810,1813.25,1631.075806,3615370
15-01-2019,1810,1869.349976,1808,1867.800049,1680.14502,7711653
16-01-2019,1870,1875,1847,1870.150024,1682.259033,2359280
17-01-2019,1878,1898,1871.300049,1894.300049,1707.635498,2625816
18-01-2019,1881,1904.199951,1876,1900.650024,1713.359619,1683728
21-01-2019,1902,1932,1895.449951,1908.699951,1720.616211,2409803
22-01-2019,1907.099976,1918.25,1890,1901.900024,1714.486328,2457093
23-01-2019,1901,1906.099976,1870,1875.599976,1690.778076,2578169
24-01-2019,1884.800049,1905.25,1875,1901.550049,1714.170898,1962927
25-01-2019,1902,1935,1901,1920.800049,1731.523804,2327080
28-01-2019,1933,1962,1925.5,1955,1762.353882,2769033
29-01-2019,1962,1989.050049,1936.650024,1982.75,1787.369507,2557626
30-01-2019,1979.599976,1989.5,1954.650024,1981.400024,1786.152222,2429575
31-01-2019,1987,2019.75,1985,2014.099976,1815.630249,4094319
01-02-2019,2009.5,2034.75,1998.099976,2029.949951,1829.918457,3064163
04-02-2019,2029.949951,2055.449951,2023,2050.25,1848.217773,1590764
05-02-2019,2050,2055,2028,2044.550049,1843.079468,1111404
06-02-2019,2049.899902,2086.850098,2041.050049,2074.800049,1870.348999,1789812
07-02-2019,2074.75,2097.949951,2067,2082.899902,1877.650269,1339945
08-02-2019,2075,2089.5,2051,2061.399902,1858.269165,1684474
11-02-2019,2060,2096,2048.899902,2065.899902,1862.325317,1778730
12-02-2019,2070,2070,2018,2051.600098,1849.434937,2422903
14-02-2019,2060.050049,2075,2033.050049,2044.599976,1843.124634,1724085
15-02-2019,2049,2052,2010.949951,2029.699951,1829.692749,1930065
18-02-2019,2037.599976,2041.949951,1962.650024,1970.300049,1776.14624,2942184
19-02-2019,1970,1971,1892,1904.800049,1717.100708,4408554
20-02-2019,1915,1933.800049,1881.300049,1914.75,1726.070313,4645778
21-02-2019,1914.75,1940,1897.050049,1914.199951,1725.574097,4683919
22-02-2019,1917.199951,1930,1905.099976,1925.650024,1735.896362,2271955
25-02-2019,1932.5,1990,1930.5,1985.150024,1789.532959,2934880
26-02-2019,1984,2045.150024,1972.25,2038.699951,1837.806274,6453309
27-02-2019,2040,2074.949951,2022,2058.100098,1855.294556,4732082
28-02-2019,2060,2071.350098,1977.599976,1983.449951,1788.000366,8454295
01-03-2019,1995.050049,2005,1980.349976,1995.400024,1798.772583,4148548
05-03-2019,2005,2007,1976.599976,1988.099976,1792.192139,2449622
06-03-2019,1989.300049,2015,1985.050049,1999.599976,1802.559082,2635047
07-03-2019,2005,2024.050049,2000.199951,2013.300049,1814.908936,2539884
08-03-2019,2025,2033,2010.050049,2022.699951,1823.38269,2031071
11-03-2019,2028.900024,2033,2003.650024,2014.800049,1816.261353,3111689
12-03-2019,2014.050049,2024.800049,2003,2012.449951,1814.142822,2658550
13-03-2019,2013,2015.900024,1978.599976,2000.5,1803.370483,1833163
14-03-2019,2004.949951,2007.800049,1981,1987.400024,1791.561523,1905495
15-03-2019,1998.900024,2068.949951,1991,2039.949951,1838.932739,5184318
18-03-2019,2043,2064.600098,2011,2022.800049,1823.472656,2349915
19-03-2019,2030,2030,1995.099976,2022.800049,1823.472656,2373993
20-03-2019,2028,2044.800049,2000,2015.050049,1816.48645,3091165
22-03-2019,2015,2016,1983.300049,2005.650024,1808.012817,3148149
25-03-2019,2007.800049,2007.800049,1977.199951,1984.25,1788.721802,2429205
26-03-2019,1984,1994.949951,1958.050049,1982.650024,1787.279053,2316539
27-03-2019,1994,1998,1961,1967.900024,1773.982544,2266166
28-03-2019,1980,2014.599976,1972.800049,2000.300049,1803.189941,4054489
01-04-2019,2010,2039.949951,2008.25,2031.650024,1831.450806,2095740
02-04-2019,2037.099976,2086,2037,2079.300049,1874.405518,3719663
03-04-2019,2085,2089.600098,2058.100098,2079.300049,1874.405518,2939886
04-04-2019,2078.149902,2079.699951,2007.400024,2014.5,1815.990723,4397518
05-04-2019,2028.650024,2054.399902,2018.800049,2048.300049,1846.459961,3152103
08-04-2019,2059,2075,2032.699951,2070.75,1866.697876,2194294
09-04-2019,2070,2098,2057.649902,2091.5,1885.402954,2690970
10-04-2019,2083,2085.5,2036,2040.25,1839.203247,3313062
11-04-2019,2045,2055,2013.650024,2019.5,1820.498047,3422442
12-04-2019,2038,2039,2007,2014.5,1815.990723,3198471
15-04-2019,2070,2119.800049,2041,2113.300049,1905.05481,9189201
16-04-2019,2120,2155.949951,2115.550049,2131.800049,1921.732178,5771952
18-04-2019,2149.899902,2155,2114.199951,2150.050049,1938.183838,3413728
22-04-2019,2148,2176,2145.600098,2161.449951,1948.460205,2007135
23-04-2019,2163,2165.5,2134.050049,2155.050049,1942.690674,2163524
24-04-2019,2158,2195,2156.100098,2183.449951,1968.292358,3003071
25-04-2019,2175,2205,2168.050049,2195,1978.704224,4211526
26-04-2019,2203,2243.949951,2193.149902,2238.550049,2017.962769,2716958
30-04-2019,2238.550049,2266.949951,2230.100098,2260.350098,2037.614258,3488395
02-05-2019,2255,2259.399902,2211.100098,2215.399902,1997.094238,2457699
03-05-2019,2185,2186.050049,2125,2132,1921.912231,3780886
06-05-2019,2110,2165,2108.5,2157.850098,1945.215454,2891422
07-05-2019,2160.050049,2184.350098,2138.800049,2151.949951,1939.896606,2201698
08-05-2019,2151,2168,2130.399902,2152.850098,1940.707886,1824895
09-05-2019,2145,2184.100098,2136.100098,2172.550049,1958.466187,2264162
10-05-2019,2175,2192,2125.850098,2135.800049,1925.337646,2039633
13-05-2019,2133,2167,2121.649902,2128.75,1918.982666,1701744
14-05-2019,2135,2159.800049,2072.350098,2092.350098,1886.169434,2456110
15-05-2019,2097,2124,2084.5,2095.399902,1888.918701,2346876
16-05-2019,2096,2124,2077.050049,2108.75,1900.953125,1946529
17-05-2019,2112.600098,2135,2090,2095.449951,1888.964233,1947908
20-05-2019,2125,2151.399902,2050,2143.949951,1932.68457,2625116
21-05-2019,2148.050049,2148.699951,2102.550049,2109.75,1901.854858,1863157
22-05-2019,2110,2121.949951,2075,2081.75,1876.614014,2595795
23-05-2019,2098,2115.350098,2050,2054.050049,1851.643433,2541294
24-05-2019,2070,2070,2032.25,2048,1846.189575,2274208
27-05-2019,2054.800049,2068.949951,2040.099976,2055.149902,1852.635132,2329820
28-05-2019,2060,2097.5,2045,2073.75,1869.401978,5872979
29-05-2019,2080,2123.699951,2077.100098,2107.550049,1899.871582,3281320
30-05-2019,2123,2156.550049,2114.399902,2146.300049,1934.803101,4971725
31-05-2019,2160,2204.949951,2152.25,2196.550049,1980.101685,4265370
03-06-2019,2201,2247.649902,2185.649902,2242.300049,2021.343262,3682419
04-06-2019,2224,2224,2175,2183.100098,1983.903076,2408658
06-06-2019,2199,2199,2152,2166.100098,1968.453979,3735467
07-06-2019,2174,2189.800049,2142.100098,2181.75,1982.675781,2659446
10-06-2019,2196.699951,2235.850098,2185.5,2231.5,2027.886475,2080593
11-06-2019,2237,2263.949951,2231,2252.800049,2047.243164,3048937
12-06-2019,2245,2266.899902,2219,2260.899902,2054.604004,2404448
13-06-2019,2264,2285,2243.050049,2254.100098,2048.424561,3320916
14-06-2019,2257.25,2263.100098,2234,2254.5,2048.787354,2131408
17-06-2019,2256,2262,2241.449951,2249.199951,2043.97168,1489497
18-06-2019,2244,2260,2231.199951,2250.850098,2045.470459,1877447
19-06-2019,2255,2276,2243.149902,2259.899902,2053.694824,1652817
20-06-2019,2230,2284,2212,2277.949951,2070.0979,2199377
21-06-2019,2285,2292.5,2242,2249.850098,2044.56189,3871804
24-06-2019,2254.149902,2280,2250.800049,2275.5,2067.871338,1382424
25-06-2019,2270,2274.449951,2250.5,2267.800049,2060.874023,1386077
26-06-2019,2265,2266.800049,2250,2254.199951,2048.515137,1762224
27-06-2019,2255,2264,2241.300049,2252.550049,2047.016113,2813464
28-06-2019,2260,2261.949951,2222.5,2227.199951,2023.978882,2372928
01-07-2019,2235,2255,2206.600098,2239.550049,2035.202271,2769940
02-07-2019,2244.899902,2257,2216.449951,2252.100098,2046.606934,1771746
03-07-2019,2252.199951,2258.800049,2232,2237.649902,2033.474854,1656881
04-07-2019,2234,2252,2230.100098,2242.649902,2038.019043,984140
05-07-2019,2247,2250,2140,2163.100098,1965.727661,4088470
08-07-2019,2149,2188.800049,2132.100098,2175.399902,1976.904907,2788062
09-07-2019,2174,2174.399902,2104.550049,2133.350098,1938.692383,3977224
10-07-2019,2080,2127.850098,2071.300049,2108.199951,1915.836792,6343581
11-07-2019,2128,2129,2086.050049,2102.550049,1910.702393,2400346
12-07-2019,2102.100098,2119.75,2093.100098,2107.600098,1915.291748,1560725
15-07-2019,2125,2153.600098,2098,2145.699951,1949.914795,2900415
16-07-2019,2126,2132.5,2100,2106,1918.307495,2735399
17-07-2019,2108,2125,2092.100098,2117.25,1928.555298,1802969
18-07-2019,2116.199951,2116.199951,2060,2065.949951,1881.827026,3072096
19-07-2019,2077,2097,2062.5,2076.949951,1891.846558,1953177
22-07-2019,2077,2117.449951,2068.800049,2109.899902,1921.859985,1920167
23-07-2019,2127.899902,2130,2102.399902,2112.449951,1924.182983,3538588
24-07-2019,2110,2120.800049,2076.5,2096.800049,1909.927612,2413196
25-07-2019,2108.899902,2135,2092.550049,2127.899902,1938.256226,2544464
26-07-2019,2129.800049,2129.800049,2095,2109.050049,1921.085938,1720592
29-07-2019,2110.800049,2142,2103.300049,2130,1940.168823,1647090
30-07-2019,2130,2185,2120.449951,2179.149902,1984.937866,2851672
31-07-2019,2171.75,2211.699951,2147.149902,2205.699951,2009.12207,3000677
01-08-2019,2200,2217.5,2166.25,2180.050049,1985.758545,2375236
02-08-2019,2173,2210,2165.5,2205.300049,2008.757568,2500816
05-08-2019,2199.899902,2252.25,2195.600098,2248.600098,2048.199463,3039682
06-08-2019,2232.800049,2251.949951,2211.449951,2214.899902,2017.502319,2885467
07-08-2019,2230,2238.5,2207.25,2213.449951,2016.181641,2165362
08-08-2019,2228.899902,2281,2218.899902,2258.100098,2056.852051,2073298
09-08-2019,2260,2267.899902,2241.350098,2246.25,2046.05896,1744550
13-08-2019,2245,2246.25,2194.300049,2199.449951,2003.429321,1647281
14-08-2019,2181.100098,2217.850098,2167.399902,2204.399902,2007.938232,1945002
16-08-2019,2241.399902,2241.399902,2143.25,2165.100098,1972.140869,3755507
19-08-2019,2180,2186,2157.699951,2163,1970.227661,974884
20-08-2019,2172,2205,2166.5,2186.75,1991.86084,1843611
21-08-2019,2184.949951,2202,2182.25,2186.199951,1991.360229,1214408
22-08-2019,2187,2235.649902,2170,2216,2018.503906,2131601
23-08-2019,2214.949951,2259.899902,2213.899902,2247.699951,2047.37915,2826425
26-08-2019,2247,2282,2225,2276.300049,2073.429688,2345475
27-08-2019,2270,2274.850098,2229,2236.5,2037.177368,3432106
28-08-2019,2240,2252.149902,2216,2239.25,2039.681763,1294621
29-08-2019,2222.199951,2248.199951,2222.199951,2233.449951,2034.399292,1670652
30-08-2019,2241,2266,2218,2259.600098,2058.218506,2583625
03-09-2019,2270,2296.199951,2236.949951,2251.600098,2050.931885,2545060
04-09-2019,2265,2270,2233,2245.399902,2045.284058,2228092
05-09-2019,2242.199951,2253.649902,2207.300049,2215.300049,2017.866943,2055943
06-09-2019,2216,2233.5,2192.600098,2197.5,2001.652954,1890550
09-09-2019,2200,2202.850098,2179.800049,2182.850098,1988.30896,1703945
11-09-2019,2186,2195,2146.550049,2154,1962.029907,2627440
12-09-2019,2155,2165,2120.350098,2133.600098,1943.447876,2118859
13-09-2019,2135,2157.949951,2115.550049,2141.949951,1951.053711,2291174
16-09-2019,2159.949951,2173.399902,2126.399902,2150,1958.386353,2597948
17-09-2019,2154.949951,2156.550049,2105.600098,2122.649902,1933.474365,2796530
18-09-2019,2126.399902,2142.949951,2113.149902,2138.550049,1947.956909,1454663
19-09-2019,2135,2135.800049,2091,2101.949951,1914.619019,1652691
20-09-2019,2104.899902,2129.399902,2057,2065.449951,1881.371704,6941979
23-09-2019,2099,2099,1975,2015.800049,1836.146729,6323401
24-09-2019,2015,2061,2013,2044.699951,1862.470947,4620978
25-09-2019,2065,2092,2060.050049,2088.449951,1902.321777,4002232
26-09-2019,2097.899902,2107,2063,2087.600098,1901.547485,4234281
27-09-2019,2085,2085.199951,2051.399902,2056.149902,1872.900146,2046795
30-09-2019,2061.850098,2104,2060,2099.300049,1912.204834,2620039
01-10-2019,2095.949951,2095.949951,2039.699951,2059.949951,1876.361938,3342877
03-10-2019,2070,2081.149902,2046.150024,2060.25,1876.635254,2317618
04-10-2019,2060.600098,2087.949951,2054.949951,2079.350098,1894.033081,2163251
07-10-2019,2080,2094.5,2041,2047.699951,1865.203613,2177916
09-10-2019,2060,2060,2015.5,2020.099976,1840.063354,2066920
10-10-2019,2028,2039.050049,1997.099976,2004.449951,1825.808105,2881452
11-10-2019,1931,1995,1925,1986.849976,1809.776733,12593069
14-10-2019,1995,2032.75,1968,2021,1840.883301,3510704
15-10-2019,2032,2047,2022.699951,2037.300049,1855.730469,2261310
16-10-2019,2038,2056,2016,2046.400024,1864.019653,3034082
17-10-2019,2014,2038,1999.300049,2030.949951,1886.827026,3818774
18-10-2019,2037.5,2063.899902,2025,2057.350098,1911.354004,3087901
22-10-2019,2080,2111.5,2040.050049,2051.399902,1905.825928,5552505
23-10-2019,2060,2083.850098,2052.5,2070.100098,1923.198975,2348134
24-10-2019,2084,2099,2061.300049,2082,1934.254639,2798671
25-10-2019,2094,2130,2075.050049,2124.949951,1974.156982,3954245
27-10-2019,2129,2129,2108.800049,2115.699951,1965.562988,224405
29-10-2019,2121.5,2201.699951,2121.5,2194.850098,2039.09668,5064173
30-10-2019,2225,2260,2176.850098,2252.800049,2092.93457,5195136
31-10-2019,2250,2284.949951,2237,2269.649902,2108.587891,4879261
01-11-2019,2264,2275,2195,2200.899902,2044.716919,4172620
04-11-2019,2207,2229.199951,2180.899902,2193.949951,2038.260254,2646411
05-11-2019,2197,2211,2169,2201.850098,2045.599487,2693475
06-11-2019,2200,2210.800049,2179,2188.5,2033.197632,2540719
07-11-2019,2204.5,2204.5,2175.199951,2185.350098,2030.270508,1915598
08-11-2019,2189.600098,2189.600098,2124,2129.949951,1978.801758,2788759
11-11-2019,2135,2139,2091,2100.949951,1951.860229,2983768
13-11-2019,2118,2183.800049,2118,2178.600098,2023.99939,3823365
14-11-2019,2187.5,2200,2146.699951,2196.800049,2040.908081,2995915
15-11-2019,2196,2211.5,2168.75,2174.449951,2020.143677,2724180
18-11-2019,2178.399902,2187.75,2148.75,2152.600098,1999.844971,1611089
19-11-2019,2153,2154.649902,2105,2108.800049,1959.152832,2975313
20-11-2019,2121.949951,2135,2094.5,2108.550049,1958.920532,2894129
21-11-2019,2112,2126.600098,2107.399902,2118.100098,1967.792969,2052574
22-11-2019,2097,2107,2060.5,2071.699951,1924.685425,3742049
25-11-2019,2074.550049,2084.949951,2052.199951,2081.5,1933.789917,2737010
26-11-2019,2089.850098,2097.899902,2035.050049,2046.650024,1901.41333,6561580
27-11-2019,2052,2071.699951,2046.550049,2054.300049,1908.520508,2907521
28-11-2019,2067.050049,2094.399902,2060,2077.350098,1929.93457,2924429
29-11-2019,2085,2085,2045.800049,2053.25,1907.5448,2064271
02-12-2019,2060,2067.699951,2016,2021.050049,1877.629883,3809860
03-12-2019,2027.699951,2062,2010,2051,1905.45459,4664774
04-12-2019,2053,2082,2045.5,2078.5,1931.003174,3334301
05-12-2019,2083,2126.800049,2068.350098,2121.300049,1970.765747,3902721
06-12-2019,2124,2128,2101,2123.600098,1972.902832,1829461
